name,url,file_size,domestic_total_gross,distributor,release_date,genre,runtime,mpaa_rating,production_budget
unitedstatesofleland,http://www.boxofficemojo.com/movies/?id=unitedstatesofleland.htm,20997,,Paramount Classics,"April 2, 2004",Unknown,1 hrs. 48 min.,R,N/A
dracula79,http://www.boxofficemojo.com/movies/?id=dracula79.htm,18096,"$20,158,970",Universal,"July 20, 1979",Horror,1 hrs. 49 min.,R,N/A
collateraldamage,http://www.boxofficemojo.com/movies/?id=collateraldamage.htm,25157,"$40,077,257",Warner Bros.,"February 8, 2002",Action,1 hrs. 48 min.,R,$85 million
singinintherain2013,http://www.boxofficemojo.com/movies/?id=singinintherain2013.htm,15502,"$96,763Domestic Lifetime Gross: $1,826,108",Warner Bros.,"April 4, 2013",Musical,1 hrs. 43 min.,G,N/A
taken,http://www.boxofficemojo.com/movies/?id=taken.htm,32070,"$145,000,989",Fox,"January 30, 2009",Action,1 hrs. 33 min.,PG-13,$25 million
monumentave,http://www.boxofficemojo.com/movies/?id=monumentave.htm,19189,"$333,760",Lions Gate,"September 25, 1998",Crime Drama,1 hrs. 33 min.,R,$11 million
suspect,http://www.boxofficemojo.com/movies/?id=suspect.htm,20433,"$18,782,400",TriStar,"October 23, 1987",Thriller,2 hrs. 1 min.,R,N/A
knockoff,http://www.boxofficemojo.com/movies/?id=knockoff.htm,19756,"$10,319,915",Sony / Columbia,"September 4, 1998",Action Comedy,1 hrs. 31 min.,R,N/A
lovesick,http://www.boxofficemojo.com/movies/?id=lovesick.htm,18637,"$10,171,304",Warner Bros.,"February 18, 1983",Unknown,1 hrs. 36 min.,PG,N/A
jumanji2016,http://www.boxofficemojo.com/movies/?id=jumanji2016.htm,42430,,Sony / Columbia,"December 20, 2017",Action,1 hrs. 59 min.,PG-13,$90 million
moviemadness,http://www.boxofficemojo.com/movies/?id=moviemadness.htm,17395,"$63,405",United Artists,"April 23, 1982",Unknown,1 hrs. 29 min.,R,N/A
cinemaparadiso,http://www.boxofficemojo.com/movies/?id=cinemaparadiso.htm,20548,"$11,990,401Domestic Lifetime Gross: $12,397,210",Miramax,"February 2, 1990",Foreign,2 hrs. 3 min.,PG,N/A
rat,http://www.boxofficemojo.com/movies/?id=rat.htm,19372,"$2,630",Focus Features,"April 27, 2001",Unknown,1 hrs. 28 min.,PG,N/A
myfavoriteyear,http://www.boxofficemojo.com/movies/?id=myfavoriteyear.htm,20295,"$20,123,620",MGM,"October 8, 1982",Period Comedy,1 hrs. 32 min.,PG,N/A
ted2,http://www.boxofficemojo.com/movies/?id=ted2.htm,25674,"$81,476,385",Universal,"June 26, 2015",Comedy,1 hrs. 55 min.,R,$68 million
threestooges,http://www.boxofficemojo.com/movies/?id=threestooges.htm,25449,"$44,338,224",Fox,"April 13, 2012",Comedy,1 hrs. 32 min.,PG,$30 million
walkofshame,http://www.boxofficemojo.com/movies/?id=walkofshame.htm,20490,"$59,209",Focus Features,"May 2, 2014",Romantic Comedy,1 hrs. 35 min.,R,N/A
species2,http://www.boxofficemojo.com/movies/?id=species2.htm,22458,"$19,221,939",MGM,"April 10, 1998",Sci-Fi Horror,1 hrs. 33 min.,R,N/A
burntbythesun,http://www.boxofficemojo.com/movies/?id=burntbythesun.htm,18778,"$2,302,338",Sony Classics,"April 21, 1995",Foreign,2 hrs. 32 min.,R,N/A
terminalvelocity,http://www.boxofficemojo.com/movies/?id=terminalvelocity.htm,21579,"$16,487,349",Buena Vista,"September 23, 1994",Action,1 hrs. 42 min.,PG-13,$50 million
quickandthedead,http://www.boxofficemojo.com/movies/?id=quickandthedead.htm,22156,"$18,636,537",Sony / Columbia,"February 10, 1995",Western,1 hrs. 45 min.,R,$32 million
departed,http://www.boxofficemojo.com/movies/?id=departed.htm,35786,"$132,384,315",Warner Bros.,"October 6, 2006",Crime Drama,2 hrs. 30 min.,R,$90 million
american10,http://www.boxofficemojo.com/movies/?id=american10.htm,25556,"$35,606,376",Focus Features,"September 1, 2010",Drama / Thriller,1 hrs. 45 min.,R,$20 million
tekkonkinkreet,http://www.boxofficemojo.com/movies/?id=tekkonkinkreet.htm,20165,,Sony Pictures Home Ent.,"July 13, 2007",Animation,1 hrs. 40 min.,R,N/A
hitchhikersguide,http://www.boxofficemojo.com/movies/?id=hitchhikersguide.htm,29208,"$51,085,416",Buena Vista,"April 29, 2005",Sci-Fi Comedy,1 hrs. 43 min.,PG,$50 million
whileyouweresleeping,http://www.boxofficemojo.com/movies/?id=whileyouweresleeping.htm,24727,"$81,057,016",Buena Vista,"April 21, 1995",Romantic Comedy,1 hrs. 43 min.,PG,$17 million
nightfallsonmanhattan,http://www.boxofficemojo.com/movies/?id=nightfallsonmanhattan.htm,20861,"$9,889,670",Paramount,"May 16, 1997",Crime Drama,1 hrs. 53 min.,R,N/A
second-handhearts,http://www.boxofficemojo.com/movies/?id=second-handhearts.htm,15673,"$19,450",Paramount,"April 24, 1981",Unknown,N/A,PG,N/A
residentevil6,http://www.boxofficemojo.com/movies/?id=residentevil6.htm,24680,"$26,830,068",Sony / Screen Gems,"January 27, 2017",Sci-Fi Action,1 hrs. 46 min.,R,$40 million
legallyblonde,http://www.boxofficemojo.com/movies/?id=legallyblonde.htm,26028,"$96,520,674",MGM,"July 13, 2001",Comedy,1 hrs. 36 min.,PG-13,$18 million
absolutepower,http://www.boxofficemojo.com/movies/?id=absolutepower.htm,24842,"$50,068,310",Sony / Columbia,"February 14, 1997",Crime Thriller,2 hrs. 1 min.,R,N/A
exorcist2,http://www.boxofficemojo.com/movies/?id=exorcist2.htm,19944,"$30,749,142",Warner Bros.,"June 17, 1977",Horror,1 hrs. 57 min.,R,N/A
superexgirlfriend,http://www.boxofficemojo.com/movies/?id=superexgirlfriend.htm,24783,"$22,530,295",Fox,"July 21, 2006",Fantasy Comedy,1 hrs. 35 min.,PG-13,N/A
twinfallsidaho,http://www.boxofficemojo.com/movies/?id=twinfallsidaho.htm,19063,"$985,341",Sony Classics,"July 30, 1999",Drama,1 hrs. 50 min.,R,N/A
concert,http://www.boxofficemojo.com/movies/?id=concert.htm,19354,"$657,986",Weinstein Company,"July 30, 2010",Foreign,1 hrs. 59 min.,PG-13,N/A
brokenembraces,http://www.boxofficemojo.com/movies/?id=brokenembraces.htm,21038,"$5,014,305",Sony Classics,"November 20, 2009",Foreign,1 hrs. 45 min.,R,N/A
sitter,http://www.boxofficemojo.com/movies/?id=sitter.htm,22976,"$30,441,326",Fox,"December 9, 2011",Comedy,1 hrs. 40 min.,R,$25 million
findingforrester,http://www.boxofficemojo.com/movies/?id=findingforrester.htm,23434,"$51,804,714",Sony / Columbia,"December 22, 2000",Drama,2 hrs. 16 min.,PG-13,N/A
wrestler,http://www.boxofficemojo.com/movies/?id=wrestler.htm,26040,"$26,238,243",Fox Searchlight,"December 17, 2008",Sports Drama,1 hrs. 45 min.,R,$6 million
striptease,http://www.boxofficemojo.com/movies/?id=striptease.htm,21715,"$33,109,743",Sony / Columbia,"June 28, 1996",Crime Comedy,1 hrs. 57 min.,R,N/A
crazybeautiful,http://www.boxofficemojo.com/movies/?id=crazybeautiful.htm,23173,"$16,937,988",Buena Vista,"June 29, 2001",Romance,1 hrs. 35 min.,PG-13,$13 million
realitybites,http://www.boxofficemojo.com/movies/?id=realitybites.htm,24287,"$20,982,557",Universal,"February 18, 1994",Romantic Comedy,1 hrs. 39 min.,PG-13,N/A
lifeaboveall,http://www.boxofficemojo.com/movies/?id=lifeaboveall.htm,18256,"$134,461",Sony Classics,"July 15, 2011",Foreign,1 hrs. 40 min.,PG-13,N/A
marypoppins80,http://www.boxofficemojo.com/movies/?id=marypoppins80.htm,16833,"$14,000,000Domestic Lifetime Gross: $102,272,727",Buena Vista,"May 23, 1980",Musical,2 hrs. 19 min.,G,N/A
foxcatcher,http://www.boxofficemojo.com/movies/?id=foxcatcher.htm,23938,"$12,096,300",Sony Classics,"November 14, 2014",Drama,2 hrs. 14 min.,R,N/A
shakedown,http://www.boxofficemojo.com/movies/?id=shakedown.htm,20002,"$10,068,039",Universal,"May 6, 1988",Unknown,1 hrs. 37 min.,R,N/A
devilsdouble,http://www.boxofficemojo.com/movies/?id=devilsdouble.htm,19082,"$1,361,512",Lionsgate,"July 29, 2011",Drama,1 hrs. 48 min.,R,$19.1 million
strangeriswatching,http://www.boxofficemojo.com/movies/?id=strangeriswatching.htm,16450,"$2,519,559",MGM,"January 22, 1982",Unknown,1 hrs. 32 min.,R,N/A
velvetgoldmine,http://www.boxofficemojo.com/movies/?id=velvetgoldmine.htm,20128,"$1,053,788",Miramax,"November 6, 1998",Music Drama,1 hrs. 57 min.,R,N/A
artemisia,http://www.boxofficemojo.com/movies/?id=artemisia.htm,18254,"$356,749",Miramax,"May 8, 1998",Period Drama,1 hrs. 37 min.,R,N/A
temp,http://www.boxofficemojo.com/movies/?id=temp.htm,19193,"$6,419,876",Paramount,"February 12, 1993",Thriller,1 hrs. 36 min.,R,N/A
kuffs,http://www.boxofficemojo.com/movies/?id=kuffs.htm,20639,"$21,142,815",Universal,"January 10, 1992",Action Comedy,1 hrs. 42 min.,PG-13,N/A
3ninjasknuckleup,http://www.boxofficemojo.com/movies/?id=3ninjasknuckleup.htm,19527,"$413,479",Sony / Columbia,"March 10, 1995",Unknown,1 hrs. 27 min.,PG-13,N/A
kulltheconqueror,http://www.boxofficemojo.com/movies/?id=kulltheconqueror.htm,20029,"$6,112,613",Universal,"August 29, 1997",Action Fantasy,1 hrs. 36 min.,PG-13,N/A
pleasantville,http://www.boxofficemojo.com/movies/?id=pleasantville.htm,25057,"$40,584,421",New Line,"October 23, 1998",Fantasy Drama,2 hrs. 4 min.,PG-13,$60 million
champ,http://www.boxofficemojo.com/movies/?id=champ.htm,18944,"$30,441,738",MGM,"April 4, 1979",Sports Drama,2 hrs. 3 min.,PG,N/A
boys,http://www.boxofficemojo.com/movies/?id=boys.htm,19931,"$516,349",Buena Vista,"May 10, 1996",Unknown,1 hrs. 26 min.,PG-13,N/A
u-571,http://www.boxofficemojo.com/movies/?id=u-571.htm,25824,"$77,122,415",Universal,"April 21, 2000",War,1 hrs. 57 min.,PG-13,$62 million
butimacheerleader,http://www.boxofficemojo.com/movies/?id=butimacheerleader.htm,20790,"$2,205,627",Lions Gate,"July 7, 2000",Comedy,1 hrs. 24 min.,R,N/A
letsbecops,http://www.boxofficemojo.com/movies/?id=letsbecops.htm,25741,"$82,390,774",Fox,"August 13, 2014",Action Comedy,1 hrs. 44 min.,R,$17 million
ghostinthemachine,http://www.boxofficemojo.com/movies/?id=ghostinthemachine.htm,20766,"$5,086,909",Fox,"December 31, 1993",Horror,1 hrs. 44 min.,R,N/A
whenamanlovesawoman,http://www.boxofficemojo.com/movies/?id=whenamanlovesawoman.htm,19231,"$50,021,959",Buena Vista,"April 29, 1994",Romance,2 hrs. 6 min.,R,N/A
strictlybusiness,http://www.boxofficemojo.com/movies/?id=strictlybusiness.htm,20480,"$7,683,267",Warner Bros.,"November 8, 1991",Romantic Comedy,1 hrs. 23 min.,PG-13,N/A
religulous,http://www.boxofficemojo.com/movies/?id=religulous.htm,21867,"$13,011,160",Lionsgate,"October 1, 2008",Documentary,1 hrs. 41 min.,R,$2.5 million
nestofvipers,http://www.boxofficemojo.com/movies/?id=nestofvipers.htm,15494,"$27,182",Paramount,"September 7, 1979",Unknown,1 hrs. 45 min.,R,N/A
microcosmos,http://www.boxofficemojo.com/movies/?id=microcosmos.htm,19297,"$1,433,210",Miramax,"October 9, 1996",Documentary,1 hrs. 20 min.,G,N/A
abyss93,http://www.boxofficemojo.com/movies/?id=abyss93.htm,18209,"$238,737Domestic Lifetime Gross: $54,461,047",Fox,"February 26, 1993",Sci-Fi Adventure,2 hrs. 51 min.,R,N/A
mykidcouldpaintthat,http://www.boxofficemojo.com/movies/?id=mykidcouldpaintthat.htm,19980,"$231,574",Sony Classics,"October 5, 2007",Documentary,1 hrs. 21 min.,PG-13,N/A
10,http://www.boxofficemojo.com/movies/?id=10.htm,18828,"$74,865,517",Warner Bros.,"October 5, 1979",Romantic Comedy,2 hrs. 1 min.,R,N/A
mommiedearest,http://www.boxofficemojo.com/movies/?id=mommiedearest.htm,17122,"$19,032,261",Paramount,"September 18, 1981",Drama,2 hrs. 9 min.,PG,N/A
finesthours,http://www.boxofficemojo.com/movies/?id=finesthours.htm,23010,"$27,569,558",Buena Vista,"January 29, 2016",Thriller,1 hrs. 49 min.,PG-13,N/A
fog05,http://www.boxofficemojo.com/movies/?id=fog05.htm,24040,"$29,550,869",Sony (Revolution),"October 14, 2005",Horror,1 hrs. 40 min.,PG-13,$18 million
younggirlsofrochefort,http://www.boxofficemojo.com/movies/?id=younggirlsofrochefort.htm,16783,"$91,837",Miramax,"August 14, 1998",Unknown,2 hrs. 5 min.,G,N/A
carnage2011,http://www.boxofficemojo.com/movies/?id=carnage2011.htm,19189,"$2,547,047",Sony Classics,"December 16, 2011",Drama,1 hrs. 19 min.,R,N/A
cloudy2,http://www.boxofficemojo.com/movies/?id=cloudy2.htm,29118,"$119,793,567",Sony / Columbia,"September 27, 2013",Animation,1 hrs. 35 min.,PG,$78 million
razorback,http://www.boxofficemojo.com/movies/?id=razorback.htm,18899,"$150,140",Warner Bros.,"November 16, 1984",Horror,1 hrs. 35 min.,R,N/A
beautyandthebeast2017,http://www.boxofficemojo.com/movies/?id=beautyandthebeast2017.htm,47435,"$504,014,165",Buena Vista,"March 17, 2017",Fantasy,2 hrs. 9 min.,PG,$160 million
walkingwithdinosaurs,http://www.boxofficemojo.com/movies/?id=walkingwithdinosaurs.htm,24925,"$36,076,121",Fox,"December 20, 2013",Family Adventure,1 hrs. 27 min.,PG,$80 million
iamnumberfour,http://www.boxofficemojo.com/movies/?id=iamnumberfour.htm,28469,"$55,100,437",Buena Vista,"February 18, 2011",Sci-Fi Adventure,1 hrs. 44 min.,PG-13,$60 million
congo,http://www.boxofficemojo.com/movies/?id=congo.htm,23322,"$81,022,101",Paramount,"June 9, 1995",Sci-Fi Adventure,1 hrs. 48 min.,PG-13,N/A
violetsareblue,http://www.boxofficemojo.com/movies/?id=violetsareblue.htm,20270,"$4,743,287",Columbia,"April 11, 1986",Unknown,1 hrs. 28 min.,PG-13,N/A
iknowwhatyoudidlastsummer,http://www.boxofficemojo.com/movies/?id=iknowwhatyoudidlastsummer.htm,25509,"$72,586,134",Sony / Columbia,"October 17, 1997",Horror,1 hrs. 41 min.,R,N/A
toothfairy,http://www.boxofficemojo.com/movies/?id=toothfairy.htm,26695,"$60,022,256",Fox,"January 22, 2010",Fantasy Comedy,1 hrs. 42 min.,PG,$48 million
noerestu,http://www.boxofficemojo.com/movies/?id=noerestu.htm,18597,"$1,339,911",Lionsgate,"April 8, 2011",Foreign,1 hrs. 45 min.,PG-13,N/A
atl,http://www.boxofficemojo.com/movies/?id=atl.htm,22717,"$21,170,563",Warner Bros.,"March 31, 2006",Drama,1 hrs. 40 min.,PG-13,$20 million
wakingupinreno,http://www.boxofficemojo.com/movies/?id=wakingupinreno.htm,20134,"$267,109",Miramax,"October 25, 2002",Romantic Comedy,1 hrs. 40 min.,R,N/A
rumorhasit,http://www.boxofficemojo.com/movies/?id=rumorhasit.htm,24612,"$43,000,262",Warner Bros.,"December 25, 2005",Romantic Comedy,1 hrs. 36 min.,PG-13,N/A
honeyiblewupthekid,http://www.boxofficemojo.com/movies/?id=honeyiblewupthekid.htm,20923,"$58,662,452",Buena Vista,"July 17, 1992",Family Comedy,1 hrs. 29 min.,PG,N/A
butcherswife,http://www.boxofficemojo.com/movies/?id=butcherswife.htm,20701,"$9,689,816",Paramount,"October 25, 1991",Romantic Comedy,1 hrs. 44 min.,PG-13,N/A
thebookofhenry,http://www.boxofficemojo.com/movies/?id=thebookofhenry.htm,21437,"$4,504,974",Focus Features,"June 16, 2017",Drama,1 hrs. 45 min.,PG-13,N/A
mostwanted,http://www.boxofficemojo.com/movies/?id=mostwanted.htm,22272,"$6,391,946",New Line,"October 10, 1997",Action Comedy,1 hrs. 39 min.,R,N/A
penitentiary2,http://www.boxofficemojo.com/movies/?id=penitentiary2.htm,18510,"$3,178,542",MGM,"April 2, 1982",Unknown,1 hrs. 39 min.,R,N/A
ashesoftimeredux,http://www.boxofficemojo.com/movies/?id=ashesoftimeredux.htm,21021,"$174,273",Sony Classics,"October 10, 2008",Foreign / Action,1 hrs. 33 min.,R,N/A
grandviewusa,http://www.boxofficemojo.com/movies/?id=grandviewusa.htm,20485,"$4,743,119",Warner Bros.,"August 3, 1984",Unknown,1 hrs. 37 min.,R,N/A
draftday,http://www.boxofficemojo.com/movies/?id=draftday.htm,23857,"$28,842,237",Lionsgate/Summit,"April 11, 2014",Sports Drama,1 hrs. 50 min.,PG-13,N/A
farfromhome,http://www.boxofficemojo.com/movies/?id=farfromhome.htm,19513,"$11,642,946",Fox,"January 13, 1995",Family Adventure,1 hrs. 21 min.,PG,N/A
enchantedapril,http://www.boxofficemojo.com/movies/?id=enchantedapril.htm,19611,"$13,200,170",Miramax,"July 31, 1992",Period Comedy,1 hrs. 41 min.,PG,N/A
twins,http://www.boxofficemojo.com/movies/?id=twins.htm,28762,"$111,938,388",Universal,"December 9, 1988",Comedy,1 hrs. 45 min.,PG,$15 million
queenofkatwe,http://www.boxofficemojo.com/movies/?id=queenofkatwe.htm,21865,"$8,874,389",Buena Vista,"September 23, 2016",Sports Drama,2 hrs. 4 min.,PG,$15 million
bestlaidplans,http://www.boxofficemojo.com/movies/?id=bestlaidplans.htm,19303,"$27,816",Fox Searchlight,"September 10, 1999",Unknown,1 hrs. 32 min.,R,$7 million
mrpopperspenguins,http://www.boxofficemojo.com/movies/?id=mrpopperspenguins.htm,25033,"$68,224,452",Fox,"June 17, 2011",Family Comedy,1 hrs. 35 min.,PG,$55 million
monsignor,http://www.boxofficemojo.com/movies/?id=monsignor.htm,19469,"$12,408,066",Fox,"October 22, 1982",Drama,2 hrs. 1 min.,R,N/A
insider,http://www.boxofficemojo.com/movies/?id=insider.htm,23571,"$29,089,912",Buena Vista,"November 5, 1999",Drama / Thriller,2 hrs. 35 min.,R,$90 million
child44,http://www.boxofficemojo.com/movies/?id=child44.htm,20220,"$1,224,330",Lionsgate/Summit,"April 17, 2015",Drama,2 hrs. 17 min.,R,N/A
downsizing,http://www.boxofficemojo.com/movies/?id=downsizing.htm,21472,"$24,449,754",Paramount,"December 22, 2017",Comedy / Drama,2 hrs. 15 min.,R,$68 million
oceanstwelve,http://www.boxofficemojo.com/movies/?id=oceanstwelve.htm,31848,"$125,544,280",Warner Bros.,"December 10, 2004",Crime Comedy,2 hrs. 4 min.,PG-13,$110 million
withoutyouimnothing,http://www.boxofficemojo.com/movies/?id=withoutyouimnothing.htm,17137,"$1,218,730",New Line,"May 4, 1990",Concert,1 hrs. 30 min.,R,N/A
blade2,http://www.boxofficemojo.com/movies/?id=blade2.htm,27903,"$82,348,319",New Line,"March 22, 2002",Action Horror,1 hrs. 57 min.,R,$54 million
allofme,http://www.boxofficemojo.com/movies/?id=allofme.htm,21408,"$36,403,064",Universal,"September 21, 1984",Fantasy Comedy,1 hrs. 33 min.,PG,N/A
undersuspicion92,http://www.boxofficemojo.com/movies/?id=undersuspicion92.htm,18605,"$221,295",Columbia,"February 28, 1992",Unknown,1 hrs. 39 min.,R,N/A
apresvous,http://www.boxofficemojo.com/movies/?id=apresvous.htm,19968,"$830,292",Paramount Classics,"June 3, 2005",Foreign,1 hrs. 50 min.,R,N/A
box09,http://www.boxofficemojo.com/movies/?id=box09.htm,23383,"$15,051,977",Warner Bros.,"November 6, 2009",Horror Thriller,1 hrs. 56 min.,PG-13,$30 million
exorcist4,http://www.boxofficemojo.com/movies/?id=exorcist4.htm,27494,"$41,821,986",Warner Bros.,"August 20, 2004",Period Horror,1 hrs. 54 min.,R,$80 million
osama,http://www.boxofficemojo.com/movies/?id=osama.htm,19937,"$1,270,904",United Artists,"February 6, 2004",Foreign,1 hrs. 22 min.,PG-13,"$46,000"
privateresort,http://www.boxofficemojo.com/movies/?id=privateresort.htm,19599,"$331,816",TriStar,"May 3, 1985",Comedy,1 hrs. 22 min.,R,N/A
kinsey,http://www.boxofficemojo.com/movies/?id=kinsey.htm,24969,"$10,254,979",Fox Searchlight,"November 12, 2004",Period Drama,2 hrs. 4 min.,R,$11 million
virginesuicides,http://www.boxofficemojo.com/movies/?id=virginesuicides.htm,21409,"$4,906,229",Paramount Classics,"April 21, 2000",Drama,1 hrs. 37 min.,R,$9 million
lawrenceofarabia89,http://www.boxofficemojo.com/movies/?id=lawrenceofarabia89.htm,16166,"$6,986,278Domestic Lifetime Gross: $44,824,144",Columbia,"February 8, 1989",Unknown,3 hrs. 36 min.,PG,N/A
nextthreedays,http://www.boxofficemojo.com/movies/?id=nextthreedays.htm,23180,"$21,148,651",Lionsgate,"November 19, 2010",Action Thriller,2 hrs. 2 min.,PG-13,$30 million
indiansummer,http://www.boxofficemojo.com/movies/?id=indiansummer.htm,20792,"$14,904,910",Buena Vista,"April 23, 1993",Comedy / Drama,1 hrs. 38 min.,PG-13,N/A
innocent,http://www.boxofficemojo.com/movies/?id=innocent.htm,18179,"$525,955",Miramax,"September 1, 1995",Drama / Thriller,1 hrs. 59 min.,R,N/A
analyzethis,http://www.boxofficemojo.com/movies/?id=analyzethis.htm,27021,"$106,885,658",Warner Bros.,"March 5, 1999",Crime Comedy,1 hrs. 43 min.,R,$80 million
starsfellonhenrietta,http://www.boxofficemojo.com/movies/?id=starsfellonhenrietta.htm,19064,"$99,318",Warner Bros.,"September 15, 1995",Unknown,1 hrs. 49 min.,PG,N/A
tron2,http://www.boxofficemojo.com/movies/?id=tron2.htm,35717,"$172,062,763",Buena Vista,"December 17, 2010",Sci-Fi Action,2 hrs. 5 min.,PG,$170 million
prosperosbooks,http://www.boxofficemojo.com/movies/?id=prosperosbooks.htm,18394,"$1,750,301",Miramax,"November 15, 1991",Fantasy Drama,2 hrs. 0 min.,R,N/A
phantoms,http://www.boxofficemojo.com/movies/?id=phantoms.htm,20855,"$5,624,282",Miramax,"January 23, 1998",Horror,1 hrs. 31 min.,R,N/A
whosafraidofvirginiawoolf,http://www.boxofficemojo.com/movies/?id=whosafraidofvirginiawoolf.htm,17816,"$28,000,000",Warner Bros.,"June 22, 1966",Drama,2 hrs. 11 min.,Unrated,N/A
ladyandtheduke,http://www.boxofficemojo.com/movies/?id=ladyandtheduke.htm,19600,"$331,051",Sony Classics,"May 10, 2002",Unknown,1 hrs. 38 min.,PG-13,N/A
dracula2000,http://www.boxofficemojo.com/movies/?id=dracula2000.htm,22450,"$33,022,767",Miramax,"December 22, 2000",Horror,1 hrs. 39 min.,R,$54 million
shootingfish,http://www.boxofficemojo.com/movies/?id=shootingfish.htm,18897,"$375,261",Fox Searchlight,"May 1, 1998",Romantic Comedy,1 hrs. 49 min.,PG,N/A
